t,k,classifier,women_rejection_rate_target,women_rejection_rate_actual,dataset,method,accuracy,accuracy_std,balanced_accuracy,balanced_accuracy_std,geometric_mean,geometric_mean_std,precision,precision_std,recall,recall_std,f1_score,f1_score_std,true_positive_rate,true_positive_rate_std,false_positive_rate,false_positive_rate_std,true_negative_rate,true_negative_rate_std,false_negative_rate,false_negative_rate_std,spd,spd_std,disparate_impact,disparate_impact_std,eod,eod_std,equal_opportunity_ratio,equal_opportunity_ratio_std,false_positive_rate_difference,false_positive_rate_difference_std,predictive_equality,predictive_equality_std,true_negative_rate_difference,true_negative_rate_difference_std,true_negative_rate_parity,true_negative_rate_parity_std,false_negative_rate_difference,false_negative_rate_difference_std,false_negative_rate_parity,false_negative_rate_parity_std,accuracy_difference,accuracy_difference_std,accuracy_parity,accuracy_parity_std,aod,aod_std,average_odds_ratio,average_odds_ratio_std
0.25,92,LogReg,0.5,0.5,german_t0.25_k92,Baseline,0.719760378702191,0.018909579095772587,0.6742445742236871,0.020462100272973544,0.6543857797435177,0.02302892370313452,0.753916506702873,0.013751512095452466,0.8357010926213435,0.01870547089108306,0.7926341867935357,0.014324569546715613,0.8357010926213435,0.01870547089108306,0.4872119441739694,0.029963519621889673,0.5127880558260305,0.02996351962188968,0.16429890737865635,0.01870547089108305,-0.33334985511361703,0.03755998509296325,0.6003632026264996,0.04078749952633273,-0.23719241192411925,0.05671697061780401,0.7383387631846284,0.059205845749266,-0.31532931766564626,0.11853270290152555,0.5252678153314421,0.14661783318605454,0.3153293176656463,0.11853270290152555,1.973351354288944,0.4745802879537936,0.2371924119241192,0.05671697061780398,3.715813454837844,1.1448650417545663,-0.08420624507481715,0.07174402926015336,0.890592833092833,0.09341086381022937,-0.27626086479488277,0.050444654704275116,0.6318032892580352,0.06183974048904661
0.25,92,XGBoost,0.5,0.5,german_t0.25_k92,Baseline,0.7673872062335051,0.010049043624443817,0.7297472898878035,0.015159811343474367,0.7166595220687663,0.020061229322160715,0.7931944615043205,0.013865298203511758,0.8627727362183201,0.023687844478651278,0.8261729924638839,0.008155766179408868,0.8627727362183201,0.023687844478651278,0.4032781564427134,0.04496881153263225,0.5967218435572865,0.04496881153263225,0.13722726378167982,0.023687844478651302,-0.26175748684877337,0.04590907686309083,0.6717845833210565,0.04571434490503525,-0.06543705346144371,0.0817126080582688,0.9304590476882023,0.08797052826426816,-0.3160358447714032,0.08387555783424547,0.4422277243346967,0.13504018670595677,0.3160358447714032,0.08387555783424547,1.7427465327594451,0.24560645424561064,0.06543705346144371,0.08171260805826883,2.0894124893120587,1.481755771971124,0.02573858392745585,0.0777598926310627,1.0376802891013177,0.10000060771754314,-0.19073644911642346,0.046933014151003066,0.6863433860114494,0.05700495729413362
0.25,92,KNN,0.5,0.5,german_t0.25_k92,Baseline,0.7362490050689121,0.014912434259285914,0.6915191523911712,0.015937031780716423,0.6729929909671648,0.01717881988506648,0.7647850339197617,0.008658380400690252,0.8499970843993498,0.016914171060324893,0.8050991272600172,0.011436247487326268,0.8499970843993498,0.016914171060324893,0.4669587796170075,0.021621231198579626,0.5330412203829925,0.021621231198579668,0.15000291560065018,0.016914171060324883,-0.2929101154352797,0.06949854963598101,0.6447460946592057,0.07560354596531406,-0.11784257206208426,0.04949426515043237,0.8669005474653739,0.055056106672369605,-0.36495671636878313,0.13897323586113786,0.4548473664199795,0.16419580069981632,0.36495671636878313,0.13897323586113788,2.1530180023228804,0.6390292593068523,0.11784257206208426,0.04949426515043237,2.056077377906646,0.5494143447913932,0.003966882772212332,0.05915457004563445,1.006439218916075,0.0821974131716963,-0.24139964421543372,0.07593237003842779,0.6608739569426767,0.09035895944911569
0.25,92,MLP,0.5,0.5,german_t0.25_k92,Baseline,0.7353399522433077,0.0161062453876763,0.7138786833048101,0.019593602698247198,0.7088195165988216,0.02214935803235451,0.7964492105092492,0.0193067788706402,0.7899449680377278,0.02981182449102139,0.7926455465263355,0.014348026814104728,0.7899449680377278,0.02981182449102139,0.36218760142810774,0.04988867055673795,0.6378123985718922,0.04988867055673794,0.21005503196227213,0.029811824491021405,-0.23559921025413882,0.06252533911925336,0.678437792952319,0.06402440139441226,-0.0961527469820153,0.06271586974946594,0.8858871412798834,0.07054570675739134,-0.22219791975247688,0.08735926945272005,0.5482525756763562,0.11466393591811097,0.22219791975247688,0.08735926945272007,1.457317099256554,0.23177246280476185,0.09615274698201529,0.06271586974946593,1.6529442893435191,0.5281689374490632,-0.00227506763586629,0.031645599845790774,0.9973028148272792,0.042203338211964744,-0.1591753333672461,0.07186256871847647,0.7170698584781198,0.08540824926676899
0.25,92,SVC,0.5,0.5,german_t0.25_k92,Baseline,0.7682920698755813,0.02308612786796234,0.7136705572901654,0.025431838046663557,0.6864282209383917,0.029745555304563572,0.771681004547654,0.014624483440949682,0.9071204070178508,0.026039951883611103,0.8337985704814453,0.016915307697732515,0.9071204070178508,0.026039951883611103,0.4797792924375203,0.03971993574973424,0.5202207075624796,0.039719935749734266,0.09287959298214923,0.026039951883611117,-0.3186755179234024,0.053457528497607834,0.6358661741441131,0.0506604674915619,-0.12090317812269029,0.03323508878995748,0.8714770088829482,0.0353165226829266,-0.4020364701622725,0.12692929797505353,0.4256619608314309,0.14939774670642145,0.4020364701622724,0.12692929797505356,2.4119063920297776,0.5865216126498848,0.12090317812269033,0.03323508878995747,3.289654471544716,0.6728543660294231,0.0006542086053290986,0.05320193741312045,1.0006920311375285,0.06854862727185525,-0.2614698241424814,0.06305631299373948,0.6485694848571896,0.0721027085413383
0.25,264,LogReg,0.65,0.6498257839721254,german_t0.25_k264,Baseline,0.7531714662149445,0.025004646997755058,0.7506034296752284,0.02560122825175053,0.7501002487752754,0.025784763819756723,0.7789840025433807,0.023405449084187648,0.7743421311582953,0.02398426384502903,0.7765511273310984,0.021907209552087466,0.7743421311582953,0.02398426384502903,0.2731352718078382,0.03316530578920062,0.7268647281921619,0.03316530578920059,0.22565786884170475,0.023984263845029018,-0.6162117505714816,0.045826902148869704,0.2585143044811242,0.04423500305789269,-0.4227087952697709,0.08907187917081674,0.5284964883969808,0.09748558891986854,-0.5847930845825583,0.05350142380470428,0.1128659952767899,0.04311596191399106,0.5847930845825583,0.05350142380470428,2.8114495066495064,0.5420176277793739,0.4227087952697709,0.08907187917081673,5.128925227888642,1.07690916368449,0.024536219827358475,0.02700042224247652,1.0327092776602356,0.03561576085822864,-0.5037509399261646,0.06791652004142293,0.32068124183688534,0.055956369614368284
0.25,264,XGBoost,0.65,0.6498257839721254,german_t0.25_k264,Baseline,0.8006305288913985,0.034705070941392115,0.7942528916856293,0.03548696112022821,0.7917697604301115,0.03629962557521085,0.8006927809755353,0.03021376742857402,0.8528231032195521,0.03534125673447117,0.8257113377582028,0.029822570639394287,0.8528231032195521,0.03534125673447117,0.2643173198482933,0.04656858444724979,0.7356826801517067,0.04656858444724979,0.14717689678044799,0.0353412567344712,-0.40455737552969867,0.07342253466385364,0.47966967211171163,0.0749294876710133,-0.07266075388026609,0.07478233927513776,0.9176286403525975,0.08447089699091302,-0.375730969836233,0.15891626161027286,0.31084072644072647,0.1858580460396591,0.375730969836233,0.1589162616102728,1.90499032477856,0.4946501145912429,0.07266075388026608,0.07478233927513778,1.6170789779326367,0.6595157111593076,0.07483385487571126,0.05102482637295877,1.10169508170411,0.06878377734758599,-0.22419586185824952,0.10935788887855252,0.614234683396662,0.1233642106962992
0.25,264,KNN,0.65,0.6498257839721254,german_t0.25_k264,Baseline,0.7595049877658573,0.0073142571948651754,0.7509192224454291,0.006521264169455649,0.7460340733281579,0.006672335332685888,0.7582748928582262,0.011584305073792274,0.8315476737151313,0.029867087247434306,0.7927534686661282,0.009420931324788887,0.8315476737151313,0.029867087247434306,0.3297092288242731,0.028509829214320992,0.6702907711757269,0.028509829214320985,0.16845232628486875,0.029867087247434327,-0.46522837772141434,0.048452501556990726,0.4318216774249851,0.055029339808366565,-0.16082655826558265,0.07515094838781548,0.8163544169853235,0.08603327261696692,-0.5063904876536456,0.08027514593355796,0.24065303513303515,0.060285921992770206,0.5063904876536456,0.08027514593355792,2.622030426030426,0.6429567226292562,0.16082655826558268,0.07515094838781548,2.3158297799761214,0.6185548974380903,0.07036819758310844,0.03330744216481494,1.0975863648898518,0.04743884428479536,-0.3336085229596141,0.05915182166289472,0.5285037260591794,0.06392775421092237
0.25,264,MLP,0.65,0.6498257839721254,german_t0.25_k264,Baseline,0.7816268272790012,0.027364502300877343,0.7776761105842174,0.027597830468169222,0.7746495643635709,0.029618880988506575,0.7977138930282104,0.03435939004547594,0.815924281851115,0.057939017126459824,0.8047968858926821,0.027658045473994582,0.815924281851115,0.057939017126459824,0.26057206068268013,0.06637469892604834,0.7394279393173199,0.06637469892604834,0.18407571814888515,0.05793901712645985,-0.39930686715555985,0.03044763273757395,0.4636965541852799,0.06436525001519186,-0.12456245380635625,0.05363915535298748,0.8505159998976355,0.07262464138568675,-0.3344752525805158,0.04703891235204364,0.29650756866706524,0.10409359177669371,0.3344752525805158,0.04703891235204369,1.6649937660981138,0.16048658739907395,0.12456245380635625,0.05363915535298751,1.842391560097801,0.2591895181678081,0.04901091924402654,0.0359539785920056,1.065255610060128,0.04821856004434639,-0.229518853193436,0.03102489854422248,0.5735117842823503,0.07405751040768994
0.25,264,SVC,0.65,0.6498257839721254,german_t0.25_k264,Baseline,0.7943126921387791,0.01810117709219556,0.7826760717202927,0.016100373991246423,0.7747343608312629,0.013667198408302658,0.7722353821732014,0.006422736838949944,0.8915689575998776,0.03874145996353188,0.827264335096624,0.018428976944858427,0.8915689575998776,0.03874145996353188,0.32621681415929205,0.013567918678284926,0.6737831858407081,0.013567918678284904,0.10843104240012244,0.038741459963531864,-0.5040916440543468,0.04475534530511769,0.4194965090336809,0.04563781420505707,-0.14743557526484358,0.0612088987814693,0.8415207881300686,0.06585146993075365,-0.5594377211219317,0.05438224917486444,0.1979134960247604,0.04503340343822882,0.5594377211219317,0.054382249174864464,2.8821467901467903,0.38464094052186737,0.14743557526484355,0.061208898781469276,3.8369715447154475,2.279191194080429,0.07676433274199428,0.014858529908043467,1.1016022047217509,0.021951796482268356,-0.3534366481933876,0.05361717982736635,0.5197171420774145,0.0539428961621839
0.25,695,LogReg,0.8,0.8,german_t0.25_k695,Baseline,0.7970501474926253,0.018786646994797245,0.7858399138549893,0.020469771072104164,0.7829067005003052,0.021775760350928014,0.7724428745557106,0.023501457637151127,0.7214285714285714,0.03557114170853923,0.7456516756137249,0.025961882256958422,0.7214285714285714,0.03557114170853923,0.14974874371859298,0.01917465731491348,0.8502512562814071,0.01917465731491348,0.2785714285714286,0.03557114170853924,-0.7423270562166395,0.03894564795529466,0.10140082362596978,0.006098141830333609,-0.5302830746489283,0.06574342426972948,0.39392012329803505,0.06012885129299547,-0.6823994979086512,0.04701557293563802,0.026289406116194337,0.01937504337715097,0.6823994979086512,0.04701557293563803,3.398570121002186,0.6826329502822832,0.5302830746489283,0.06574342426972944,5.6299968324358565,1.3671818631961676,0.1392763453083544,0.03133810954839861,1.196598147192173,0.05113798311840331,-0.6063412862787898,0.04419479815440668,0.21010476470711473,0.021709579022696403
0.25,695,XGBoost,0.8,0.8,german_t0.25_k695,Baseline,0.8519174041297936,0.009942359614367378,0.8503625269203159,0.011601644378419438,0.8500411592691824,0.011679753276643414,0.8085531893262774,0.01674564850799347,0.8414285714285714,0.02976095236571379,0.8241890173474392,0.01315050920563603,0.8414285714285714,0.02976095236571379,0.1407035175879397,0.01769529332830051,0.8592964824120604,0.017695293328300537,0.15857142857142856,0.029760952365713807,-0.5577673937418185,0.030505696958942046,0.26699475295429587,0.0078052220704269955,-0.09833530426213352,0.04691635083276074,0.8863173229494551,0.054280356628975075,-0.4150234386132555,0.08627735712380669,0.13242874060032445,0.027620610856102346,0.41502343861325564,0.08627735712380667,1.8416753970019009,0.3069609058619897,0.09833530426213355,0.046916350832760745,1.7479212860310422,0.37137931880467057,0.13152209712694177,0.02363115932082272,1.1704237358173202,0.033108256407018366,-0.2566793714376946,0.03961134686413209,0.5093730317748897,0.02058337950956021
0.25,695,KNN,0.8,0.8,german_t0.25_k695,Baseline,0.8194690265486726,0.01363329794488655,0.8206066044508254,0.013044456086945903,0.8205112444936017,0.013084507472557124,0.7582301572470751,0.019330438393891567,0.8271428571428571,0.014568627181693666,0.7910608288162172,0.014364605915370423,0.8271428571428571,0.014568627181693666,0.185929648241206,0.018802298425999706,0.814070351758794,0.01880229842599971,0.17285714285714288,0.014568627181693676,-0.6134023784864887,0.04142295692739627,0.24757095775319832,0.024927695347294616,-0.16192830746489284,0.10253838109922826,0.8169466205510563,0.11676209482674142,-0.5858591713397205,0.09601144054543465,0.11394953144545741,0.020713001010800876,0.5858591713397205,0.09601144054543465,2.9666395050773935,0.9017432840747278,0.1619283074648928,0.10253838109922825,2.403265179942009,0.8636494560593175,0.1574251632515832,0.03878234243550189,1.218815151552079,0.059701504285516155,-0.37389373940230664,0.0736389127312037,0.4654480759982569,0.05718742030878973
0.25,695,MLP,0.8,0.8,german_t0.25_k695,Baseline,0.833038348082596,0.011887576212159202,0.8294113424264177,0.010809631663203702,0.8288941560140645,0.010640912699377043,0.7927380035845263,0.025760680789781724,0.8085714285714285,0.02185294077254051,0.8000610784354831,0.012373507137631742,0.8085714285714285,0.02185294077254051,0.14974874371859295,0.0246999110099387,0.8502512562814071,0.02469991100993869,0.19142857142857145,0.021852940772540505,-0.5571583488106768,0.04473132052649014,0.2599854004056682,0.02264604335425356,-0.10119315102241935,0.08497934436156691,0.8833082007878239,0.09430345348530214,-0.46889725358546863,0.05630513436375096,0.11138130392501848,0.013991833549873642,0.46889725358546863,0.05630513436375093,2.032623849935231,0.2583362994401675,0.10119315102241933,0.08497934436156696,1.852084179842241,0.9403051382053769,0.1632843553819452,0.03258933489592879,1.22332804038914,0.0506085362218358,-0.28504520230394403,0.06070550678612922,0.49734475235642117,0.04701613984537777
0.25,695,SVC,0.8,0.8,german_t0.25_k695,Baseline,0.8477876106194691,0.0145233435104321,0.8551040918880114,0.01682229111055906,0.853911970640854,0.0163470203818082,0.7714379211725011,0.01146645723124855,0.8971428571428571,0.03213491965486283,0.8293641608046215,0.018519834342481147,0.8971428571428571,0.03213491965486283,0.18693467336683417,0.010249285454457857,0.813065326633166,0.010249285454457862,0.10285714285714287,0.032134919654862835,-0.6542737736517094,0.0127359673957729,0.24624286517037022,0.008937102318512882,-0.12794358216309437,0.018787393877182066,0.8632216857861609,0.017545649829330028,-0.6303129374439443,0.049971214678642364,0.09538906885842793,0.01805212948251673,0.6303129374439443,0.04997121467864238,3.1503237023500996,0.49404589584887765,0.12794358216309437,0.01878739387718211,3.60046904315197,1.482423196224856,0.14891085662394027,0.036074553860433525,1.198619396904864,0.05668498355963048,-0.37912825980351933,0.01811955575813905,0.4793053773222944,0.009215802266535462
0.5,92,LogReg,0.5,0.5,german_t0.5_k92,Baseline,0.728917933894684,0.012812493007574907,0.6840495160333585,0.016946274729612944,0.6646992441829085,0.02253508964462211,0.7605867781106213,0.011960570256382353,0.8427825763705146,0.019205790362973676,0.7993951708784217,0.009685612252524126,0.8427825763705146,0.019205790362973676,0.4746835443037975,0.03961216281754233,0.5253164556962024,0.03961216281754233,0.1572174236294855,0.019205790362973686,-0.3452372283209435,0.05097288331410814,0.5884705497448968,0.05466314591463611,-0.2541318058635132,0.06543452663778798,0.7245493792910739,0.06463850289377435,-0.31006665350054313,0.08416338104981734,0.5124134554205074,0.12133019715441552,0.3100666535005431,0.08416338104981737,1.8635278298936833,0.29176296841728044,0.2541318058635132,0.06543452663778798,4.7947212543554,1.9759398167020656,-0.0945432701407547,0.05957632675101719,0.8782552995699261,0.07564570015520762,-0.2820992296820281,0.05122048859710658,0.6184814173557907,0.06613559285410049
0.5,92,XGBoost,0.5,0.5,german_t0.5_k92,Baseline,0.7847932637928868,0.008817416338623665,0.7473087123420775,0.012152093463675023,0.734910766781075,0.016230679731350336,0.803453149637045,0.010305690501815026,0.8799468631781504,0.020124070861833945,0.8397452447594009,0.007220673885279509,0.8799468631781504,0.020124070861833945,0.3853294384939955,0.03501485476038164,0.6146705615060045,0.0350148547603816,0.12005313682184951,0.020124070861833945,-0.26515935085071335,0.037052086459861376,0.6694730089453529,0.036847089656407025,-0.07566001478196598,0.0752755351247875,0.9192828490173609,0.07898729625393194,-0.2897268029360456,0.09558319027423255,0.465662362505978,0.1528809116965745,0.2897268029360455,0.09558319027423262,1.6411158935118764,0.24180647552943033,0.075660014781966,0.07527553512478753,2.681569396051103,2.386375321464801,0.009946550253009657,0.07800913889147164,1.0162146943832169,0.09951751677540406,-0.18269340885900576,0.04116836861426129,0.6924726057616695,0.05970480439737777
0.5,92,KNN,0.5,0.5,german_t0.5_k92,Baseline,0.7344518453353441,0.015253658836252446,0.6867317878989103,0.018842972788236455,0.6653862343727917,0.02222231439586269,0.7602730210710156,0.01147842706712321,0.8557420568104787,0.010117066645153522,0.8051679771189457,0.010259673828636767,0.8557420568104787,0.010117066645153522,0.48227848101265824,0.030408653097635,0.5177215189873418,0.030408653097635026,0.14425794318952131,0.010117066645153504,-0.29954462650832114,0.08295637443897995,0.642404241320183,0.08733640688948383,-0.11170041882237006,0.061182937579941865,0.8750641182589,0.06704276712354656,-0.3962657582041408,0.13779058418550666,0.43230123867739917,0.1524313024977547,0.3962657582041408,0.13779058418550666,2.412372855802734,0.8550742039078223,0.11170041882237003,0.06118293757994184,2.07595622263915,0.7073049032317721,0.014743698676236528,0.04539582362129185,1.0206030332771838,0.062112779596564555,-0.2539830885132554,0.09111721648962214,0.6536826784681496,0.09756584245943851
0.5,92,MLP,0.5,0.5,german_t0.5_k92,Baseline,0.7298521218214571,0.011567553266567245,0.7033576065959176,0.014523795721246483,0.6966418099170686,0.016873306587742783,0.7851168056007657,0.011641687852575805,0.7971079428250712,0.01879199549470442,0.7908693759890056,0.009265366122298571,0.7971079428250712,0.01879199549470442,0.390392729633236,0.03387002068182833,0.609607270366764,0.033870020681828324,0.20289205717492878,0.018791995494704408,-0.26653271754753183,0.04660169591878379,0.6454127115311469,0.05466210326563962,-0.12005099778270509,0.03975743224375068,0.8565321616451458,0.04516323976131984,-0.2797268029360455,0.07343351288206164,0.48127524890222173,0.11172055399215013,0.27972680293604557,0.07343351288206164,1.6154370061032544,0.19112580798079384,0.12005099778270512,0.0397574322437507,1.7561189284969771,0.32806006032656115,-0.0014673875343112152,0.02975358511728313,0.998258284952863,0.04098536741810697,-0.1998889003593753,0.05130686625426747,0.6689037052736837,0.06958892359605463
0.5,92,SVC,0.5,0.5,german_t0.5_k92,Baseline,0.7554983033806711,0.021099745142487518,0.7042320074029003,0.026987795074444293,0.679793393486698,0.03347123768152668,0.7685997726690343,0.017985957858489193,0.8857116616737006,0.011969524620230742,0.8229325760823253,0.013834645288152383,0.8857116616737006,0.011969524620230742,0.4772476468679,0.04803168043112244,0.5227523531320999,0.04803168043112241,0.11428833832629945,0.011969524620230739,-0.3664506118579166,0.06959318943734119,0.5816137828580642,0.07256938730907199,-0.17447671840354767,0.05383258061581695,0.8144420858911516,0.053404616584994104,-0.4581083571969323,0.09645159093933456,0.35776316232127836,0.12558667189544664,0.4581083571969323,0.09645159093933456,2.6315875926241783,0.4344981182766986,0.1744767184035477,0.05383258061581693,4.499645760743322,2.7876848512935632,-0.0026263881873801907,0.034745583343856294,0.9966764226305477,0.04677569466109447,-0.31629253780024,0.07004519600356092,0.586102624106215,0.08295556603623505
0.5,264,LogReg,0.65,0.6498257839721254,german_t0.5_k264,Baseline,0.7673850304285087,0.021652838991650988,0.7638340504936879,0.020558185471118602,0.7628471197090769,0.02005742196790145,0.7858849346128152,0.015526711346335837,0.7971687330986275,0.03495869603471385,0.7911891634257553,0.021753889610699326,0.7971687330986275,0.03495869603471385,0.2695006321112516,0.021328392827142283,0.7304993678887484,0.02132839282714228,0.20283126690137254,0.03495869603471387,-0.5981750370803592,0.03378711506310714,0.2822700013470633,0.030802784190410815,-0.33601404286770137,0.056010538202158434,0.6243310255580244,0.06049525859579507,-0.613547069336543,0.06365435360535028,0.09272552676900504,0.04870171057164831,0.613547069336543,0.06365435360535028,2.950662922662923,0.437595429762149,0.3360140428677014,0.056010538202158455,4.739616635397123,1.7039575352858825,0.06871247146998369,0.04472363934296767,1.0954442777448423,0.06480736518452966,-0.4747805561021222,0.02613140530834228,0.35852827616351474,0.03507463361586707
0.5,264,XGBoost,0.65,0.6498257839721254,german_t0.5_k264,Baseline,0.808560762908589,0.0376379416371787,0.8029986049624942,0.0376871839346483,0.801085142900136,0.037793643130519514,0.8104459699372708,0.02975826630720202,0.8543537206708797,0.04340297063948939,0.8315519239042668,0.033487947825424885,0.8543537206708797,0.04340297063948939,0.2483565107458913,0.04248257905456778,0.7516434892541086,0.04248257905456776,0.1456462793291203,0.043402970639489405,-0.40897320540734566,0.04285416634378542,0.46934685784426805,0.04415444330588607,-0.08125375708302536,0.048054696702166826,0.9082234811175385,0.054528502741620744,-0.36045986067038693,0.13702263727086175,0.2840417005634397,0.11899873908781741,0.360459860670387,0.13702263727086178,1.8047808294008294,0.43982937041257697,0.08125375708302537,0.04805469670216681,1.8968312040263258,0.6990423310197745,0.06980474515642128,0.06382945593777632,1.0959435652886174,0.0901811982556028,-0.22085680887670617,0.07868656729506662,0.5961325908404891,0.06737867836305211
0.5,264,KNN,0.65,0.6498257839721254,german_t0.5_k264,Baseline,0.760279816801556,0.011447081721356977,0.7503969348393573,0.010671849908644572,0.7443649242932688,0.010585775271874837,0.7536745991287329,0.009343887559367995,0.8429556901591189,0.02641127962985333,0.7955512611351608,0.011878573043318895,0.8429556901591189,0.02641127962985333,0.34216182048040455,0.020795979843745267,0.6578381795195954,0.02079597984374531,0.15704430984088108,0.026411279629853346,-0.4646249787655886,0.03833170098516834,0.4405242947577044,0.045422502596370914,-0.12082655826558264,0.07830432607852836,0.8621472108560683,0.09023515636945342,-0.5513602509391984,0.052091881392280846,0.220926181156526,0.04191174097402701,0.5513602509391984,0.05209188139228089,2.9415318815318816,0.4288535101840829,0.12082655826558267,0.07830432607852836,1.9848507589971003,0.5944018799686512,0.09771292982484178,0.030196963203990023,1.13679248861733,0.04285853095582083,-0.3360934046023905,0.048179980977755416,0.5415366960062972,0.05621938067879372
0.5,264,MLP,0.65,0.6498257839721254,german_t0.5_k264,Baseline,0.7657945918815484,0.03443989705836332,0.7639541122031497,0.032478632290332994,0.7634806393635729,0.03205607864455659,0.7920829918432658,0.020362763711689276,0.7814638501964385,0.05158816735883662,0.7863373621875498,0.03524878593405785,0.7814638501964385,0.05158816735883662,0.25355562579013907,0.018334086920961775,0.7464443742098609,0.018334086920961758,0.2185361498035614,0.051588167358836645,-0.41278678351811526,0.03413217495714516,0.43702306460471574,0.04367204379596252,-0.13921828036462178,0.06511422598499568,0.8285250149958721,0.08430902013254188,-0.37651923988766095,0.04317214724564485,0.25193284713284714,0.05893076858527912,0.37651923988766095,0.04317214724564484,1.7625441441441443,0.12455849803802042,0.13921828036462183,0.06511422598499567,1.776685434866771,0.2756835562584666,0.07481560399678386,0.024956423537038475,1.1028195670887275,0.036339707626402665,-0.2578687601261414,0.044041266456780546,0.5402289310643597,0.055623947835633056
0.5,264,SVC,0.65,0.6498257839721254,german_t0.5_k264,Baseline,0.7792396009787315,0.030626557259176315,0.7673538514858822,0.02981245939099668,0.7588671671459546,0.029676439769698686,0.7601758472363287,0.021282788863189038,0.878639434956594,0.04298676112279718,0.8147785080566555,0.027521663436433832,0.878639434956594,0.04298676112279718,0.3439317319848293,0.032894331008111594,0.6560682680151707,0.03289433100811157,0.121360565043406,0.04298676112279717,-0.5469688780536146,0.04731771676538523,0.38470184296576726,0.042732976168285815,-0.2196634639073663,0.08887939243108321,0.7651990016301203,0.09906338904170657,-0.6115294890031733,0.10262737889394855,0.18687979356722403,0.06556927424867412,0.6115294890031733,0.10262737889394855,3.824066352066352,1.307500914609565,0.21966346390736632,0.08887939243108321,4.994895470383275,1.6079559519331779,0.0629348457962154,0.0513270195987274,1.084075337848424,0.06879039742794694,-0.41559647645526976,0.061585835604240094,0.47603939759867214,0.04991248835668349
0.5,695,LogReg,0.8,0.8,german_t0.5_k695,Baseline,0.8200589970501474,0.016476979402677214,0.8120028715003589,0.020040269073951025,0.810371469720059,0.021671483802405616,0.7913893798992546,0.00939078668365731,0.7657142857142857,0.040758121764820306,0.7779640785985702,0.025680369141621293,0.7657142857142857,0.040758121764820306,0.14170854271356786,0.0037604596851999366,0.8582914572864322,0.00376045968519991,0.23428571428571426,0.040758121764820306,-0.6974890643219593,0.03889588217710894,0.1422872308150148,0.016375017081174288,-0.3828726287262873,0.06560020874197278,0.5644999777427465,0.0582533464314361,-0.6279815026697178,0.020179130094785454,0.03276785714285714,0.01045352595489404,0.6279815026697178,0.020179130094785464,2.7951932461947986,0.1304928996467013,0.38287262872628725,0.06560020874197278,4.6589952053366686,1.5464685757401417,0.15128284561499403,0.0385689843237461,1.21068626370081,0.06730186249813612,-0.5054270656980024,0.037470162201204686,0.2986339174428018,0.031699594547073495
0.5,695,XGBoost,0.8,0.8,german_t0.5_k695,Baseline,0.8519174041297936,0.013244804908934288,0.8503625269203159,0.014238950613557776,0.8502261745113449,0.014223749915611665,0.808083665578106,0.01576626015619627,0.8414285714285714,0.023211538298959864,0.82427759625431,0.01622563733866651,0.8414285714285714,0.023211538298959864,0.1407035175879397,0.013103924432568139,0.8592964824120604,0.013103924432568153,0.15857142857142856,0.02321153829895989,-0.5651780633389297,0.0282821707747318,0.261640138070066,0.024665016914021645,-0.0985380635624538,0.11895727319645878,0.8887360312366857,0.13657010744974493,-0.4346978650639978,0.05500610405542854,0.11797466812812081,0.030014288857901732,0.43469786506399777,0.05500610405542851,1.8747053208635234,0.19511680134505383,0.09853806356245381,0.11895727319645878,1.8600147819660016,0.9524230847343932,0.13883923815977223,0.04250371936404909,1.1816580677765347,0.060550144347617386,-0.2666179643132258,0.054496849367712076,0.5033553496824033,0.0614883525763973
0.5,695,KNN,0.8,0.8,german_t0.5_k695,Baseline,0.8153392330383481,0.016955879484601658,0.8183596554199569,0.015001755934099194,0.8179670036253992,0.015048700679679049,0.7482239449324759,0.02843182534013499,0.8357142857142857,0.016288220358559122,0.7891691790722615,0.01633217812010728,0.8357142857142857,0.016288220358559122,0.19899497487437184,0.02940450017754331,0.8010050251256281,0.02940450017754331,0.16428571428571428,0.01628822035855912,-0.6262572551662444,0.030728345580231308,0.24846560714213545,0.021005433291918223,-0.1462941611234294,0.07929984777407054,0.8344381766010173,0.0885397052597421,-0.6414043888986681,0.10775960888306052,0.1072615621912546,0.020746101836546516,0.6414043888986681,0.10775960888306052,3.679787627831106,1.068391850541252,0.1462941611234294,0.07929984777407054,2.274593495934959,0.7662295394023126,0.1724443854243806,0.041200255761979464,1.2448858164148067,0.0685165932408463,-0.39384927501104877,0.060124449592383035,0.470849869396136,0.043529652789998374
